Hinglish,English
although critics ek extent tak affect kar sakte hai word of mouth ko,although critics can affect word of mouth to an extent
Batman ek billionaire ke roop me,Batman as a billionaire
yes right!,yeah right!
kya wo always aisa hi nahi tha?,Isn't that what he always was?
lekin yeh tho unka main focus hein,But they make it the main focus.
batman tho humble hein yar,"Batman I know, was humble"
are main characters ka intellectual development mein hi kuch problem hein yar... especially us lex luthor ko,The lack of intellectual development for the main characters was my problem. Especially concerning Lex Luthor
kya aap is movie ko dekha?,Have you seen this movie?
haan mein dekha..,Yes I have
aapka favourite part konsa hein?,What was your favorite part?
lex luthor tho worse villain hein yar,"Lex L
uthor was the worse villain ever"
aapko patha hein?,You think?
"voh tho memorable movie bhi nahi tha.. jab mein picture dekh rahi thi tab muje popcorn bucket mila, aur yeh mein kabhi bhool nahi sakthi","This wasn't a memorable movie. It got me through a bucket of popcorn at the moment I was watching, but you forget about it soon after"
ha ha ha,hahaha
kya logon ko patha hein ki voh super heroes hein?,Did people know that they were super heroes? 
uska best part tho wonder woman actionscene ka hein,"The best part was Wonder Woman action scenes
 in the final act"
muje wonder women bahut pasand hein,I love Wonder Woman
wonder woman tho sahi naam hein kyon ki mein tho hamesha wonder karti ki voh itna ache kaise act kar sakthi is movie ke liye,Wonder Woman is the right name for her cause I always wonder why they took so long to get her into the movies
ha ha,haha
mein bhi maantha hoon,I agree!!!!
Hello,Hello
kya aapne Zootopia dekhi hai?,Did you see Zootopia?
"Dekhi hai, bahu great ha ye.","I did, it was great."
Judy ke bare me kya thoughts hai aapke?,What did you think of Judy?
Mai sure nahi wo kaun hai,I am not sure who that is
"wahi to main character hai, wo bunny jo ek police officer banta hai.","She is the main character, a bunny that becomes a police officer."
"Okay, ab samjha. Yes I thought wo cool thi. Mai sloth ko like karta hu","Okay, I see. Yeah, I thought she was cool. I liked the sloth"
wah achcha tha but end aate aate mujhe fox ka character bhi achcha laga.,He was good but I also grew to like the fox towards the end.
Rotten tomatoes par ise 98 mile hai. yah bahut impressive hai,It got a 98 on rotten tomatoes. That is very impressive
yah bahut high hai probably yah bahut likeable aur funny hai,"That's very high, probably because it is so likeable and funny"
Yeh Kahani is really good,The story is really good
Tumne Dekha kya NIck was bullied as a child?,Did you see that NIck was bullied as a child?
Yeh kaun sa character hai Nick?,Which character is Nick?
Yeh woh Fox hai joh main character Judy ke sath aant main kaam karne laga.,"He is the fox that eventually starts working with Judy, the main character."
"Accha, mujhe nahi yaad being bullied","Okay, I don't remember him being bullied"
On IMDB yeh nahin,"On IMDB, it didn"
get rasting jitna uccha,t get as high of a rasting
"Jab woh jawwan tha tab he tried joining the Ranger scouts, unhone usse rok diya because he was a fox.","It was when he was younger and he tried joining the Ranger scouts, they stereotyped him because he was a fox."
Kitnee Rating hai.,*rating
Accha theek hai.,Okay. 
"Yeh fir bhi high rating hai, especially animated movie ke liye.","It is still a pretty high rating, ecsepcially for an animated movie."
Main agree karta hoon. Mughe nahi pata tha ki yeh itna high tha,I agree. I didn't know it was that high
I like ki Judy ne Nick ko uska partner banane ke liye poocha.,I like that Judy asks Nick to be his partner.
uska partner*,her partner*
I see usme two directors bhi hain,I see it had two directors as well
Maine woh notice nahi kiya,I didn't notice that
Movie mein bohot saare suspense wale moments the.,There were a lot of suspenseful moments in the movie
"Yes woh tha but mughe lagta hai ki woh uske characters ki wajah se bohot pasand ki gayi, uska relate kar sakte the.","Yes there was but I think it was so well liked because of all the characters, it was relatable."
Main agree karta hoon,I agree
Tumhe kya lagta hai ki movie ka next part kya tha?,What do you think was the nest part of the movie?
"wo log milke kam kar hi, ye mere ko acha lag raha hi bina mayor ke.",I liked towards the end when they start working together to out the mayor.
Agar old vi hai tab vi Jaws kaafi achi movie hai.,Jaws is a very good movie even though it is older!
Jaw 1975 ko banaya gya tha aur usme Roy Scheider actor tha.,Jaws was made in 1975 and stars Roy Scheider.
Horror element kaisa tha?,how was the horror element?
Ye scary thi lekin achi characters ke karn movie mein kam kar gyi.,It is scary but works because of the characters of the movie.
Ye to cool hai.,that's cool
Mujhe nehi pata tha ki ye novel 1974 ko likhi gyi thi. Tumhe pata tha?,I did not know it was from a novel wrote in 1974.  Did you?
Nehi main nehi janta tha.,no I did not know that
Ye Peter Benchley write ki thi.,It was written by Peter Benchley.
Acting kaisa raha,how's the acting
Mujhe lagta acting achi hai kyoki Steven Spielberg director hai.,I suppose the acting is good due to the direction of Steven Spielberg.
shaark bahut adhik nukasaan karatee hai,does the shark do a lot of damage
isakee shuruaat shaark dvaara samudr mein dubakee lagaane vaalee ek mahila ko kheenchane se hotee hai.,It starts with the shark pulling a woman that is skinny dipping down in the ocean.
usaka naam kris votakins hai aur usake avashesh agale din kinaare par mile.,Her name is chrissie Watkins and her remains are found on shore the next day.
vah aavaaj daraavanee,that sound scary
shaark ke baare mein ve kya karate hain,what do they do about the shark
"mujhe pata hai. beshak, pulis pramukh suraksha ke lie samudr tat ko band karana chaahate hain, lekin paryatan seejan aur garmiyon kee arthavyavastha ke kaaran meyar nahin kahate hain.",I know.  Of course then the police chief wants to close the beach for safety but the mayor says no due to the tourist season and summer economy.
mujhe vishvaas nahin hota ki mahaapaur kee vajah se koronar shaark ke hamale se lekar naav ke hamale tak ke apane phaisale ko badal deta hai.,What I can't believe is that because of the mayor the coroner changes his ruling from shark attack to boat attack.
vaah kya sharm aatee hai,wow what ashame
vah shaark par ek inaam rakhata hai jab vah kisee any vyakti par hamala karata hai.,The place a bounty on the shark after he attacks another person.
kya kisee ne liya,did someone take it
"sthaaneey machhuaare ek shaark, ek baagh shaark ko pakadate hain. ve maanate hain ki yah hatyaara shaark hai.","The local fisherman do catch a shark, a tiger shark. They assume that that's the killer shark."
lekin mujhe lagata hai ki shaark phir se aata hai,but i assume that the shark comes again
"oh, haan, chauthee julaee ko yah aata hai aur pulis pramukh ke bete ko maar deta hai.","Oh yeah, on the fourth of July it comes up and kills the police chief's son."
kya aap jaanate hain ki jabade vaastav mein ek mahaan saphed shaark maana jaata hai?,Did you know that jaws is actually supposed to be a great white shark?
yah dilachasp hai,that is intresting
kya ve shaark ko rokane mein saksham the,were they able to stop the shark
"mujhe lagata hai ki jab pulis pramukh, shaark visheshagy, aur shaark shikaaree sabhee ek saath shaark shikaaree naav, orka par pahunchate hain to sabase achchha drshy hota hai.","I think one of the best scenes is when the police chief, the shark expert, and the shark hunter all get together to on the shark hunter's boat, the Orca.  "
yah sunane mein achchha laga,that sounds cool
ve ant mein karate hain. ve orka par rahate hue ise pareshaan karate hain lekin yah door ho jaata hai.,They finally do at the end.  They harpoon it while on the Orca but it get's away.
yah naav par hamala karata hai aur shaark shikaaree ko kha jaata hai.,It attacks the boat and eats the shark hunter.
vaah jo daraavana hona chaahie,wow that must be scary
phir pulis pramukh ek dabaavayukt skooba taink ko munh mein bharate hain aur taink ko golee maarate hain.,Then the police chief stuffs a pressurized scuba tank into it's mouth and shoots the tank.
dhanyavaad main yah philm dekhoonga,thanks i will watch this movie
aapako vaastav mein chaahie.,You really should.
alavida,bye
alavida,bye
hoii,hoii
"hi, muje voh film bahut pasand aaya, vaakahi mein mein 1975 ke haein, aapko pasand aaya kya?","Hi. I loved the film, even though it's older, from 1975. Did you like it?"
muje lag raha hein ki patty jenkins ne comic mein bahut acha kiya hein,I think Patty Jenkins' take on the comic was amazing.
movie hai Toy Story,The movie is Toy Story.
"1995 se, director hain John Lasseler, rotten tomatoes mein100%, 9/10 score hai","From 1995, director is John Lasseler, 100% rotten tomatoes, 9/10 score."
"hello, kya tumne Toy Story dekha hai? main manta hoon critic se ki usme purity aur ecstatic freedom of imagination hai.kya sochte ho tum?","Hello, have you seen Toy Story? I did. I Agree with the critical that is has the purity and ecstatic freedom of imagination. What do you think?"
"haan agreed,woh bahut popular movie tha.","I agree, it was a very popular movie."
mujhe animations pasand hain aur Pixar amazing hai.yeh bahut perfect tha.jaise mention kiya tha ki ye ek genius ka work hai.,I love animations and Pixar is amazing. This one was really perfect. As it was mentioned a work of genius.
mujhe bhi pixar pasand hai,I also love Pixar
shayad wo aur ek toy story movie banayenge,Maybe they'll make another Toy Story movie.
woody aur buz ke bhitar ka sambhashan achha hai. aur tom hank ka aawaj woody ko suit hota hai achese,The interaction between Woody and Buzz is really nice. Also hearing Tom Hanks as Wood is incredible.
"are ha , classic awaj hai","Oh yeah, classic voice"
mujhe acha lgta hai ki kaise unke friendship badhti hai,I like how their friendship grew.
ye dekhne mai acha tha ki kaise wo dushman se dost bante hai,It was really interesting to see they change from rivals to friends
mujhe sah toys bhi ache lage,I like the supporting toys too.
woody and buzz to ache hai hi but baki log bhi ache the,For sure Woody and Buzz are amazing but also the other are perfect.
toy story ke kum movie =s nahi hai na,Isn't there a few Toy Story movies?
ha hai. bhik magne ke scene mai andy ki party bahot achi thi,Yes for sure. On the begging the scene of Andy's party is really breathtaking don't you think?
ha aur jab uske pehle buzz mila,"Yeah, when he first got Buzz."
kya tum vaha abhi tak ho?,You still there?
"haa sue,or dusare toy bhi bahut funny hai","For sure, and the other toys are very funny"
aap ka favorite kon hai?,Who is your favorite?
ye bahut muskil se kahana hai ki mei Mr potato head ke support mei hui.,"Ohh difficult
 to say. But I suppose Mr Potato Head."
aapka apne bare meikya khayal hai?,And what about your?
mene socha bopeep,Bopeep I think 
pizza planet ke bare mei kya kahana hai. abhi kya confusion hai?,"And what about the scene on Pizza Planet. What a confusion, right?"
yeah!,Yeah!
jab little aliens aaye,but that's when the little aliens came in
"haa kyu nahi, yaha sabhi run mil sakte hai. bahut achcha","For sure, and also all the run to be able to get there. Really nice."
Andys ke neighbor Sid ke baase  mei kya khayal hai. toy ke liye  terrifying children right hsi kya?,"And what about Andy's neighbor Sid. What a terrifying children for the toys, right?"
Andy's RC car bahut funny hai aap ka kya khayal hai?,Andy's RC car is really funny don't you think?
mujhe Yaad nahi hai.,I don't remember either.
Woody Andys ki car mei vapash aata hai jo ek achchi baat hai,Woody flying back to Andy's car is really a nice one.
kya aap ne history ke end ko enjoy kiya?,Have you enjoyed the end of the history?
tumhara kya matlab hai?,What do you mean?
things kab end hogi  means happy or right ?,"How the things come to the end, meaning a happy end right?"
ha definitely!,Oh definitely!
Mujhe ye movie kya hai dikh nahi rahi,I can’t seem to see what the movie is
"Main dekh sakta hu. Ye Lindsay  Lohan wali teen comedy hai jiska naam hai ""Mean Girls""","I can. Its a teen comedy with Lindsay Lohan called ""Mean Girls"""
Rotten Tomatoes pe to acche review hai but Metacritic pe bekaar score hai,Got good reviews on rotten tomatoes but a poor score on Metacritic
Ye Genre mujhe khas pasand nahi.,Genre not really my cup of tea.
tum vaha ho?,you there?
namaste namaste  namaste kya bahar koi hai?,hello hello hello is anybody out there?
mei iish charcha ko 5 minut mei chood kar ja rahi hui,im aborting conversation in 5 minutes
3 minut,3 min
Nirasat karna,aborting
Mujhe movie really pasand aayi aur kis tarah se isme villain's perspective ke view ko cover kiya,I really like the movie and how it covers the view from a villain's perspective.
I agree. Mujhe bhi movie pasand aayi aur maine really enjoyed kiya ki ye ek family film thi.,I agree. I also liked the movie and really enjoyed that it was a family film.
