,premise,hypothesis,labels,english_premise,english_hypothesis
175,"NEELU : Main nahi karungi . ## TITLI : Kya ? ## NEELU : Tune jo boli , jaise boli , maine karli . Gasht pe nahi jaungi phir . ## TITLI : Pagal hogayi tu ? ## TITLI : Bana banaya game bigad jega pura ! ## NEELU : Maine murder nahi karna . Mujhe Prince ke paas jaana hai . ## TITLI : Kya kar ri hai tu . Ruk ! Baat sun ek mint meri ! ## NEELU : Nahi chod . Maine jaana hai . Main Prince ke paas reh lungi , sample flat mein . ## TITLI : Ek .. Ek gasht ki toh baat hai . Karle pata nahi chalne kisi ko . ## NEELU : Nahi . Main nahi . ## TITLI : Chorr ! Phone Chorr ! ## NEELU : Tu chorr . Mereko Prince ke paas jaana hai ! ## TITLI : Nahi ja sakte Prince ke paas . ## NEELU : Kyon ? Kyon nahi ja sakte ? ## TITLI : Chorr . CHORR ! ## NEELU : Wapas kar . Mera phone hai . Wapas de !! ## NEELU : Aaaaiyaaa haaaaa ! ## NEELU : Jaane de mujhe bhainchod . Achchi family se h u n main . Tum jaisi criminal n a h i hun . MAINE NAHI LENI JAAN KISI KI !! ## TITLI : Chup . Chup ekdum . Bahar sunega ! ## NEELU : Tune jo karna hai karle . Maa ki kasam hai meri ! Maine nahi hissa lungi iss chakkar mein . Prince ke bina , chahe Prince ke sang . ## TITLI : Sorry . ## TITLI : Dekh main tere sang hun , saamne nahi . Main khud phasa hua hun . ## NEELU : Mereko nahi pata . Prince ke paas chorr ke aa mereko abhi . ## TITLI : Abhi kahan jayegi tu raat mein . Gharpe hoga wo . Biwi ke saath . ## NEELU : Main baat karti hun . Soch lenge wo kuch na kuch . ## TITLI : R u k tu . Main baat karta h u n . Galti se koi aur phone utha lega toh panga ho jayega . Bekaar mein mere paise jayenge . ## ",TITLI keh raha hai ki  Prince Ghar pe Biwi ke saath hoga.,entailment,"Neelu: I won't. ## Butterfly : What? ## Neelu: Whatever you said, I did as you said. I will not go on patrol again. ## Butterfly: Will you be mad? ## Butterfly : The made game will get spoiled! ## Neelu : I don't want to kill. I want to go to the prince. ## Butterfly: What are you doing? Wait! Hear me a mint! ## Neelu : Don't leave. I have to go I'll be staying with Prince in the sample flat. ## Butterfly: One.. It is a matter of patrolling. No one knows. ## Neelu : No. Main no. ## Butterfly : Thief! Phone thief! ## Neelu: You are a thief. I have to go to the Prince! ## Butterfly : Could not go to Prince. ## Neelu: Why? Why couldn't you go? ## Butterfly : Thief. Thief ## Neelu : Return it. my phone is Give back!! ## Neelu : Aaya ha! ## Neelu: Let me leave brother. I am from a good family. I am a criminal NAHI like you. I didn't take anyone's life!! ## Butterfly : Quiet. Quiet acadam. Will listen! ## Neelu: Do whatever you want to do. I swear to my mother! I will not laugh in this affair. Without the Prince, or with the Prince. ## Butterfly : Sorry. ## Butterfly: Look, I am with you, not in front. I am stuck myself. ## Neelu : I don't know. The thief has come to the prince now. ## Butterfly: Where will you go now in the night. He will be at home. With wife. ## Neelu : I talk. They will think something or the other. ## Butterfly : You are you. I talk If someone else picks up the phone from the wrong side, it will be messed up. My money will go to the baker. ,",Titli has been told that Prince will be at home with his wife.
176,"SIMMY : main jaan ne wali hun .. ## RAGHAVAN : matlab ? ## SIMMY : phone pe bol rahe the na apni Maa se .. jaan ne wali ke ghar pe Raghavan stops . ## RAGHAVAN : toh kya bolta ? ## SIMMY : sach bol dete ## RAGHAVAN : kya sach bolta .. jiske saath sota hun .. uske .. ## SIMMY : neend toh tumhe kisi ke saath nahi aati hai .. maine toh kabhi sote hue nahi dekha .. ## RAGHAVAN : tu na zyada .. ## RAGHAVAN : Madam ko gaadi tak chhod ke aa .. Simmy walks down the satairs with Cops . Kamble climbs up the stairs , he is holding Ramanna's shirt . ## ",SIMMY bas RAGHAVAN ki jaan ne wali hai. ,contradictory,"Simmi: I am about to leave.. ## Raghavan: Matlab? ## Simmi: Was speaking on the phone and not to his mother.. Raghavan stop at Jaan ne Wali's house. ## Raghavan: So what does he say? ## Simmi: Tell the truth ## Raghavan: Do you tell the truth.. With whom I sleep.. ## Simmi: You do not sleep with anyone.. #Raghavan: You are not much.. ## Raghavan : After leaving madam till the car .. Simmi jokes with the police. Kamble climbs the stairs, he is holding Ramanna's shirt. ,",Simmi is about to kill Raghavan.
177,"RAMANATHAN : Dekh . Time sahi nahin hai par main poochonga .. ## SHAHID : Kya ? ## RAMANATHAN : Baat hui ? ## SHAHID : Backlog mein chal rahi poori zindagi abhi . Shahid mobile starts to ring . Unknown number . ## RAMANATHAN : Toh phir kuuch kar . Aur tujhe zaroorat hai yeh sikhne ki na kaise bola jaaye . Tu sab case toh nahin lad sakta ? Jeena shuroo kar . ## SHAHID : Hello . ## MITALI : Hi , Mitali from global globepost . I was hoping to get an interview ? ## SHAHID : Ok . 8 pm . You have my office address ? ## MITALI : I do ... ## SHAHID : Bye . Puts the phone back . ## RAMANATHAN : Kaun ? ## SHAHID : Journalist . ## RAMANATHAN : Kya baat hai ? ## SHAHID : interview ! ## ",ek Journalist ne SHAHID ko call kiya tha. ,entailment,"Ramanathan: Look. Time is not right but I will ask.. ## Shahid: What? ## Ramanathan: What happened? ## Shahid: The whole life going on in the backlog right now. Shahid's mobile started ringing. unknown number . ## Ramanathan: Then do something. And you need to learn how to say no. You can't all matter. start living. ## Shahid : Hello. ## Mithali: Hello, Mithali from Global Globepost. I was hoping to get an interview? ## Shahid: Okay. 8 o'clock at night. Do you have my office address? ## Mithali : I do... ## Shahid : Goodbye. Puts the phone back. ## Ramanathan: Who? ## Shahid : Journalist. ## Ramanathan: What's the matter? ## Shahid: Interview! ,",A journalist had called Shahid.
178,MAN : Bauji .. Aise achanak kyun ? ## MAN : Bhabhi ne .. Achha .. Samjhaya ? Ki bolna .. Nahi .. Shabd .. Wyarth hain ? Nahi .. Achha parda .. Nahi .. Bhram- bhram ! Parda karte hain .. Haan sahi hai Bauji .. Toh ab aap bologe hi nahi ..? He shakes his head . ## MAN : Maun vrat ? Kabhi nahi bologe ? ## MAN : Lekin bologe nahi toh cut nahi jaoge ? ## MAN : Bol nahi raha hoon .. Magar bahra nahi hoon .. Sun sakta hoon .. ## ,MAN bolega nahi toh cut jaaega,contradictory,"Man: Bauji.. why all of a sudden? ## Man: Sister-in-law.. well.. Compromise? of speaking .. no .. word .. meaning? No.. Good curtain.. No.. Illusion-delusion! We do curtain.. yes that's right, Bauji.. so now you won't even speak..? He shakes his head. ## Man: Silent fast? will you never speak? ## MAN: But you will not speak otherwise you will not be cut? ## Man: I am not speaking.. but am not outside.. I can hear.. ##",The mind will speak otherwise it will be cut
179,"INZAMAM: : How can you not send me pilots , this is your plane , usme baithe passengers aapki zimmedaari hain , ## PAN-AM OFFICIAL: : It is your Airport . This is your responsibility . We cannot risk our crew for this . ## INZAMAM: : And the air hostesses ? They are your crew ## PAN-AM OFFICIAL: : Sir , the plane is in your airport , the breach has been of your security . We cannot risk two more lives . ## MAN: : Janaab , aapke ghar se phone aaya tha , bhabi ne khaane khaate hi phone karne ko kahaa hain . ## ",PAN-AM OFFICIAL cannot risk his crew,entailment,"Inzamam:: How can you not send me a pilot, this is your plane, it's your responsibility to us passengers, ## Pan-Am Official:: This is your airport. This is your responsibility. We can't put our crew at risk for this. ## Inzamam: : And the air hostess ? They are your crew ## PAN-AM OFFICIAL: : Sir, the plane is in your airport, your security has been violated. We cannot risk two more lives. ## Man: Sir, got a call from your house, sister-in-law has asked to call after eating food. ,",PAN-AM officer cannot put his team at risk
180,"SI BENIWAL : Area mein poochh-taachh kar rahe hain . Kuchh habitual offenders ki questioning bhi chalu hai . Madam , aapne unka registration number note kiya hota toh matter kaafi simple hota . ## SI BENIWAL : Nahin ? ## SI BENIWAL : Yeh shaher badhta bachcha hai , Sir . Kood to lagaayega hee . Aapko inko aise raat mein akele travel nahi karne dena chahiye . ## SI BENIWAL : Aapki DIG saab se achchi pehchaan hai . Aap inke liye ek gun licence kyon nahi apply kar lete ? ## MEERA : Gun ? ## ",Madam ne unka registration number note kiya tha,contradictory,"C Beniwal: Inquiring in the area. The interrogation of some habitual offender is also on. Madam, if you had noted down their registration number, it would have been quite simple. ## SI Beniwal: No? ## SI Beniwal: This city is a changing child, sir. Will put the code. You should not let them travel alone at night like this. ## SI Beniwal: You have a better identity than DIG Saab. Why don't you apply for a gun license for them? ## Meera : Gun? ,",Madam had noted down his registration number
181,ASLAM : Rukke bhai ... Kum padh gaye thaiy ... Saleem bhai ne ... ## GOLDMAN : Toh ginke do kyon le raha hai ? ## ASLAM : Ji bhai do hi kum padey thaiy ... ## GOLDMAN : Theek hai ... theek hai ... ## ,ASLAM gin kar do le raha hai,entailment,Aslam : stayed bhai... kum read tha... salim bhai ne... ## GOLDMAN: So why is he taking two of Jinke? ## Aslam : Yes brother there were only two left... ## GOLDMAN : ok... ok... ##,Aslam is taking gin tax
182,"MOTHER : Maine apne room .. umm Arjun ke room mein mattress laga diye hain , I hope tum sab fit ho jaoge . ## NEETU CHACHI : Haan haan .. aaraam se .. Thank you ! ## MOTHER : Good night . ## RAHUL : Bade dino baad aapko itna khush dekh raha hoon . ## MOTHER : Good night . ## ",NEETU CHACHI ne kaha ki Arjun ke room mein sab aaraam se fit ho jayenge. ,entailment,"Mother: I have put mattresses in my room.. Umm Arjun's room, I hope you all will be fit. ## Neetu Aunty : Yes Yes.. Relax.. Thanks! ## Mother: Good night. ## Rahul: Seeing you so happy after a long time. ## Mother: Good night. ,",Neetu aunty said that everyone will fit comfortably in Arjun's room.
183,"VEDANT : Sir I'd like to request to assign an investigative officer on the double murder case .. ## VEDANT : Sir main is case mein Ashwin ke saath pehle din se involved raha hoon , Main kuch bhee koshish kar loon mere nazariye ka betarafdar hona bada mushkil hai . Behtar hoga ki koi Investigating officer tehqiqaakt kare aur main door reh kar observe karoon . Tarazu ke kaante ki tarah na idhar na udhar . ## JK : Do you have anybody in mind ? ## VEDANT : Manhor ya Bhattacharya ? ## JK : They both have their hands full .. ## VEDANT : What about Paul Saab ? ## JK : Paul Saab .. ## ",JK ne paul Saab ka naam accept kar liya. ,contradictory,"Vedanta : Sir I want to request to appoint an investigating officer in double murder case .. ## Vedanta : Sir I have been involved with Ashwin in the case from day one, I will try whatever my point of view is son. It's very difficult. It would be better if some investigating officer investigates and I stay away and observe. Neither here nor there borrow like the fork of the scale. ## JK: Do you have someone on your mind? ## Vedanta: Manhor or Bhattacharya? ## JK: Both have full hands.. ## Vedanta: What about Paul Saab? ## JK : Paul Saab .. ##",JK accepted Paul Saab's name.
184,"PAUL : Hatyara agar 12 . 30 baje apne ghar se nikla to hatya ki jagah pe kitne baje pauncha ? ## KUKKU : Kitne baje ? ## PAUL : Abbey ghonchu 30 jama 20 ? ## KUKKU : 50 , 12 . 50 ## PAUL : Shabbash .. Aur hatya agar 12 se 1 baje ke beech huee to ussey hatya karne ke liye kitna samay mila ? ## KUKKU : 10 minute . ## PAUL : Shabbash .. ## KUKKU : Yayaya . Hum jeet gaye . ## JUNIOR OFFICER : Sir Kisi bhee Watchman ne Rajpal ko ghar se nikalte nahi dekha uss raat . ## ",PAUL jeet gaya,contradictory,"Paul: If the killer left his house at 12.30 at what time did he arrive at Hatiya Ki Jag Pech? ## Cuckoo : What time? ## Paul : Abhay Ghonchu 30 Jama 20 ? ## Cuckoo : 50 , 12 . 50 ## Paul : Well done .. and if the removal took place between 12 and 1 o'clock then how much time did you get to remove it? ## Cuckoo : 10 mins. ## Paul: Shabbash.. ## Cuckoo: Yayya. we won. ## Junior Officer: Sir none of the watchmen saw Rajpal leaving the house that night. ,",paul won
185,RITWIK : Yaar mera call hi le letey ya call karkey bata detey ! ## ANDREA : I didn't want to bother you - but aaj kuchh samajh mein hi nahi aa raha tha ! I thought ki si aur se baat karkey aur clearity aayegi ! ## RITWIK : Clearity hai tum logon ko ! Really you girls are brave - jab galti nahi hai toh bhaago mat - maafi mat maango - aur Minal ko jaake wapis complaint karni chahiye . ## ANDREA : They are here . ## RITWIK : Listen we got to pa- ## ANDREA : They are here . They are here . ## ,ANDREA ko kuchh samajh nahin aata hai.,contradictory,"Ritwik : Man my call hi liete or tell me by calling! ## Andrea: I didn't want to bother you - but it just didn't make sense today! I thought talking to C would bring more clarity! ## Ritwik: You guys have clarity! You girls are really brave - don't run when it's not at fault - don't apologize - and Minal should go back and complain. ## Andrea: Here they are. ## Ritwik : Hey we pa – ## Andrea : He is here. They are here . ,",Andrea doesn't understand anything.
186,"RIANA : Tumhein bus phir se kisi ko date karne ki zaroorat hai . ## RAHUL : Wah ! Kya solution hai ! ## RIANA : Trust me , tumhari self esteem bahut hi low hai aur ladki pataane se zyaada ego boost kisi aur kaam mein nahi milta . Call Anusha . ## RAHUL : Main tumhein ignore kar raha hoon ## RIANA : Magar dinner par use poori attention dena , khaana kam aur sunna jyaada . Compliments dete rehna aur wine pilate rehna . ## ",RAHUL ko fir se kisi ko date karne ki zaroorat hai,entailment,"Rianna: You just need to date someone again. ## Rahul: Wow! What a solution! ## Riyana: Trust me, your self esteem is very low and nothing gives more ego boost than finding a girl. Call Anusha. ## Rahul: I am doing it to you ## Riana: But at dinner, use full attention, eat less and listen more. Holding on to the complements and drinking wine. ,",Rahul needs to date someone again
187,"SHIBBO BABU : Agle mahine ki 28 tarikh kah rahein hain ## BAUJI : Jo bhi din aapko bhaata hai hum taiyaar hai .. ## BAUJI : 6 baj gaye ? Arre toh bataya kyun nahi ..? Bhai mujhe zara maaf kijiyega .. Main zara .. zaroori kaam se ... ## MOTHER : Abhi ? ## BAUJI : Haan abhi- tumhe bataya toh tha .. Nahi nahi aap baithiye- yeh hain .. Shibbo babu hain- Yahi ghar ke karta dharta hain .. Chalo bhai .. ## BAUJI : Haan , haan . Aap chinta mat kijiye . Shaadi aapke hisab se hi- tip top English hogi .. ## ",SHIBBO BABU keh raha hai chinta mat karo,contradictory,"Shibbo Babu: 28th of next month is saying ## Bauji: Whatever day you like, we are ready.. ## Bauji: 6 o'clock? Oh then why not tell me..? Brother forgive me a bit.. I'm a little.. from urgent work... ## Mother: Abhi? ## Bauji : Yes, you told me right now.. No, you are sitting - this is it. Don't you worry The wedding will be high-tip top English according to you.. ##",Shibbo Babu is saying don't worry
188,"RAMA : Lado nikli plane se ? Mai uska gift le aayi hoon , bahut khush hogi dekh ke . ## HARISH : Abhi nahi Rama , lekin khabar mili hain ke negotiations chal rahi hain , God willing sab theek ho jaayega ## RAMA : Aap bhi zyada tension mat lena , dawa li blood pressure waali ? ## HARISH : Tumne khaayi ? ## ",HARISH RAMA se poochh raha hai ki tumne khana khaya. ,contradictory,"Rama: Lado got out of the plane? I have brought his gift, will be very happy to see. ## Harish: Not yet Ram, but news has been received that talks are going on, God will be all right ## Rama: You also don't take too much stress, claim you have blood pressure? ## Harish: Did you eat? ,",Harish is asking Ram that you ate food.
189,"SHAHID : Humara case strong hai . ## MARIAM : Hum jeetenge ? ## SHAHID : Jeetna Chahiye . ## MARIAM : Kitna time lagega ? ## SHAHID : mahine ya ussey thoda zyaada . ## MARIAM : Perfect . ## SHAHID : Koi Jaldi hai ? ## MARIAM : Haan property sell karke Assam jaana hai . ## SHAHID : Kyon ? ## MARIAM : Ek school start karoongi . ## SHAHID : Woh aap yahaan bhi kar sakti hain . ## MARIAM : Aap chahte hain main yahan rukoon , kyon ? ## SHAHID : Kyonki yeh .. ## MARIAM : Shayad , ruk bhi jaaoon . ## SHAHID : As a lawyer mujhe sab pata hona chahiye aapke baare mein . ## MARIAM : Achcha . ## SHAHID : Are you ? ## MARIAM : No . Mujhe chalna chahiye . ## SHAHID : Ok . ## SHAHID : Date milte hi inform karoonga . ## ",SHAHID nahi chahta ke MARIAM yahan rukey,contradictory,"Shahid: Our case is strong. ## Mary: Will we win? ## Shahid : Wants to win. ## Mary: How long will it take? ## Shahid: Months or a little more. ## Mary : Exactly. ## Shahid: Is anyone in a hurry? ## Maryam: Yes, I have to go to Assam by selling the property. ## Shahid: Why? ## Mary : Will start a school. ## Shahid: You can do that here too. ## Mary: You want me to stay here, why? ## Shahid: Because this.. ## Maryam: Maybe, I should stop. ## Shahid: As a lawyer, I should know everything about you. ## Mary : Okay. ## Shahid: Are you? ## Mary: No. I must leave. ## Shahid: Okay. ## Shahid : See the date, inform Karuga. ,",Shahid doesn't want Maryam to stay here
